Numéro de station OMM,Date et heure d'observation,Direction du vent (degrés),Vitesse du vent moyen 10mn,Humidité relative (%),Visibilité horizontale (m),Nebulosité totale,Hauteur base nuages (m),Pression au niveau station,Rafale 10 dernières minutes,Précipitations 24h (mm),Nom de la station,Température (°C),T° min 24h (°C),T° max 24h (°C),Latitude,Longitude,Altitude (m),Libellé géographique,Nom département,Code département,Nom région,Code région,Mois de l'année,distance_km_poitiers
07335,2025-04-05T12:00:00+00:00,150.0,2.8,45.0,60000.0,0,,99870.0,5.6,0.0,POITIERS-BIARD,20.400000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-05T15:00:00+00:00,160.0,1.9,42.0,43430.0,0,,99820.0,4.4,0.0,POITIERS-BIARD,22.30000000000001,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-05T21:00:00+00:00,300.0,2.5,74.0,60000.0,0,,99950.0,3.3,0.0,POITIERS-BIARD,14.5,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-08T09:00:00+00:00,30.0,2.3,53.0,19180.0,0,,100960.0,3.8,0.0,POITIERS-BIARD,13.5,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-09T12:00:00+00:00,20.0,6.4,38.0,19660.0,0,,100660.0,11.1,0.0,POITIERS-BIARD,18.200000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-10T21:00:00+00:00,40.0,5.3,57.0,60000.0,0,,100810.0,8.1,0.0,POITIERS-BIARD,13.100000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-15T18:00:00+00:00,240.0,7.1,66.0,18300.0,0,800.0,98940.0,10.3,4.8,POITIERS-BIARD,11.400000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-10T03:00:00+00:00,40.0,3.3,70.0,19680.0,0,,100960.0,5.3,0.0,POITIERS-BIARD,8.800000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-13T09:00:00+00:00,250.0,4.6,80.0,19860.0,0,800.0,99680.0,6.7,5.7,POITIERS-BIARD,12.5,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-13T18:00:00+00:00,270.0,3.1,63.0,59200.0,0,7020.0,99610.0,6.1,0.2,POITIERS-BIARD,13.600000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-02T12:00:00+00:00,100.0,5.9,74.0,16810.0,61,800.0,99610.0,11.3,0.4,POITIERS-BIARD,11.100000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-03T15:00:00+00:00,170.0,3.4,55.0,56300.0,0,1750.0,100180.0,5.8,0.2,POITIERS-BIARD,17.600000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-09T21:00:00+00:00,20.0,3.4,62.0,60000.0,0,,100830.0,5.1,0.0,POITIERS-BIARD,9.600000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-11T00:00:00+00:00,40.0,3.4,68.0,60000.0,0,,100840.0,5.1,0.0,POITIERS-BIARD,9.5,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-11T09:00:00+00:00,70.0,2.0,60.0,40530.0,0,,100550.0,3.4,0.0,POITIERS-BIARD,14.700000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-05T00:00:00+00:00,190.0,0.9,64.0,60000.0,0,4260.0,99670.0,1.1,0.0,POITIERS-BIARD,12.400000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-15T06:00:00+00:00,190.0,5.8,95.0,51110.0,0,450.0,98330.0,8.4,4.8,POITIERS-BIARD,10.900000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-05T03:00:00+00:00,170.0,4.3,49.0,60000.0,0,,99620.0,6.6,0.0,POITIERS-BIARD,14.800000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-14T12:00:00+00:00,190.0,3.4,65.0,54590.0,0,2880.0,99140.0,5.2,0.0,POITIERS-BIARD,14.900000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-02T00:00:00+00:00,40.0,6.9,60.0,60000.0,0,,99750.0,10.9,0.0,POITIERS-BIARD,8.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-04T18:00:00+00:00,120.0,0.6,46.0,60000.0,0,3600.0,99650.0,1.1,-0.1,POITIERS-BIARD,19.200000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-10T09:00:00+00:00,60.0,4.5,57.0,19710.0,0,,101130.0,7.4,0.0,POITIERS-BIARD,13.900000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-11T03:00:00+00:00,50.0,3.4,81.0,44930.0,0,,100640.0,5.4,0.0,POITIERS-BIARD,7.2000000000000455,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-11T15:00:00+00:00,70.0,4.4,31.0,19930.0,0,,100080.0,9.7,0.0,POITIERS-BIARD,23.400000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-11T21:00:00+00:00,50.0,2.2,55.0,60000.0,0,,99830.0,3.5,0.0,POITIERS-BIARD,15.200000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-13T06:00:00+00:00,230.0,2.8,95.0,11000.0,0,450.0,99570.0,4.3,6.7,POITIERS-BIARD,10.800000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-05T09:00:00+00:00,170.0,6.0,48.0,54460.0,0,4380.0,99890.0,8.7,0.0,POITIERS-BIARD,17.600000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-07T03:00:00+00:00,320.0,2.4,78.0,60000.0,0,,100410.0,2.7,0.0,POITIERS-BIARD,5.7000000000000455,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-07T18:00:00+00:00,10.0,3.8,48.0,58670.0,0,,100650.0,4.8,0.0,POITIERS-BIARD,16.5,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-12T12:00:00+00:00,170.0,3.9,95.0,8930.0,61,250.0,99370.0,6.2,3.2,POITIERS-BIARD,13.200000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-12T21:00:00+00:00,220.0,7.9,95.0,9170.0,0,250.0,99320.0,10.9,6.7,POITIERS-BIARD,12.300000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-07T21:00:00+00:00,50.0,2.5,53.0,60000.0,0,,100750.0,3.7,0.0,POITIERS-BIARD,12.400000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-03T00:00:00+00:00,100.0,3.2,80.0,60000.0,0,3420.0,99740.0,5.2,1.2,POITIERS-BIARD,10.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-04T00:00:00+00:00,70.0,1.9,73.0,60000.0,0,2820.0,100140.0,2.7,-0.1,POITIERS-BIARD,13.300000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-04T12:00:00+00:00,120.0,4.1,37.0,36210.0,0,,99730.0,7.5,-0.1,POITIERS-BIARD,22.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-10T12:00:00+00:00,60.0,6.6,36.0,25860.0,0,,101030.0,12.1,0.0,POITIERS-BIARD,18.900000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-11T06:00:00+00:00,50.0,2.4,82.0,19530.0,0,,100590.0,3.9,0.0,POITIERS-BIARD,7.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-13T21:00:00+00:00,250.0,2.0,85.0,52060.0,0,1250.0,99710.0,3.0,0.0,POITIERS-BIARD,8.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-02T18:00:00+00:00,80.0,5.5,77.0,60000.0,0,1750.0,99580.0,10.1,1.2,POITIERS-BIARD,11.200000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-09T06:00:00+00:00,320.0,2.1,84.0,46770.0,0,,100680.0,2.6,0.0,POITIERS-BIARD,4.100000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-09T18:00:00+00:00,40.0,6.2,36.0,32790.0,0,,100630.0,9.4,0.0,POITIERS-BIARD,17.80000000000001,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-14T06:00:00+00:00,140.0,0.8,93.0,17010.0,0,1250.0,99460.0,1.5,0.0,POITIERS-BIARD,7.100000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-07T09:00:00+00:00,20.0,2.7,54.0,19960.0,0,,100640.0,4.6,0.0,POITIERS-BIARD,11.300000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-07T12:00:00+00:00,20.0,3.6,44.0,19980.0,0,,100630.0,6.1,0.0,POITIERS-BIARD,17.5,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-08T18:00:00+00:00,10.0,3.7,47.0,60000.0,0,,100700.0,5.1,0.0,POITIERS-BIARD,16.30000000000001,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-12T15:00:00+00:00,170.0,5.1,95.0,16280.0,0,450.0,99080.0,8.7,6.3,POITIERS-BIARD,14.100000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-01T03:00:00+00:00,70.0,4.7,68.0,19960.0,0,,100430.0,9.2,0.0,POITIERS-BIARD,7.7000000000000455,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-01T18:00:00+00:00,60.0,7.1,43.0,33850.0,0,,99750.0,14.4,0.0,POITIERS-BIARD,13.700000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-06T06:00:00+00:00,320.0,2.5,91.0,19910.0,0,7320.0,100050.0,3.0,0.0,POITIERS-BIARD,8.900000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-07T00:00:00+00:00,20.0,3.3,74.0,60000.0,0,,100390.0,4.2,0.0,POITIERS-BIARD,7.800000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-01T12:00:00+00:00,60.0,7.6,39.0,25360.0,0,,100110.0,13.7,0.0,POITIERS-BIARD,15.100000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-02T03:00:00+00:00,70.0,5.9,64.0,60000.0,0,1250.0,99590.0,11.7,0.0,POITIERS-BIARD,7.600000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-02T09:00:00+00:00,90.0,6.4,52.0,27730.0,0,,99620.0,12.6,0.0,POITIERS-BIARD,12.300000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-03T21:00:00+00:00,0.0,0.0,65.0,60000.0,0,1750.0,100260.0,0.9,-0.1,POITIERS-BIARD,14.300000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-05T06:00:00+00:00,110.0,1.8,57.0,60000.0,0,3960.0,99750.0,2.4,0.0,POITIERS-BIARD,12.900000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-02T15:00:00+00:00,140.0,5.1,80.0,11370.0,61,1250.0,99540.0,8.4,1.0,POITIERS-BIARD,11.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-05T18:00:00+00:00,310.0,3.2,61.0,54950.0,0,,99880.0,5.2,0.0,POITIERS-BIARD,19.100000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-11T12:00:00+00:00,40.0,3.9,45.0,54200.0,0,,100370.0,7.0,0.0,POITIERS-BIARD,21.30000000000001,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-10T00:00:00+00:00,40.0,5.6,63.0,50860.0,0,,100940.0,8.9,0.0,POITIERS-BIARD,10.900000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-12T00:00:00+00:00,80.0,1.6,61.0,60000.0,0,7320.0,99640.0,2.6,0.0,POITIERS-BIARD,13.300000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-15T09:00:00+00:00,220.0,7.1,80.0,19900.0,0,800.0,98460.0,12.7,4.8,POITIERS-BIARD,12.700000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-08T21:00:00+00:00,30.0,2.5,53.0,60000.0,0,,100760.0,2.9,0.0,POITIERS-BIARD,12.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-14T03:00:00+00:00,220.0,0.7,95.0,12990.0,0,800.0,99590.0,1.3,0.0,POITIERS-BIARD,6.300000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-15T03:00:00+00:00,160.0,3.9,96.0,60000.0,0,,98290.0,6.9,4.8,POITIERS-BIARD,9.800000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-15T15:00:00+00:00,240.0,8.4,63.0,19760.0,0,1250.0,98820.0,12.9,4.8,POITIERS-BIARD,14.200000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-06T12:00:00+00:00,360.0,4.3,53.0,39470.0,0,,100120.0,7.0,0.0,POITIERS-BIARD,20.80000000000001,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-08T12:00:00+00:00,60.0,3.8,30.0,50310.0,0,,100870.0,6.4,0.0,POITIERS-BIARD,18.5,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-09T03:00:00+00:00,350.0,1.7,74.0,60000.0,0,,100650.0,2.0,0.0,POITIERS-BIARD,6.100000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-13T15:00:00+00:00,240.0,3.9,63.0,57080.0,0,1250.0,99610.0,7.6,0.4,POITIERS-BIARD,15.400000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-14T18:00:00+00:00,10.0,2.3,74.0,60000.0,0,3420.0,98570.0,2.9,-0.1,POITIERS-BIARD,15.200000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-01T09:00:00+00:00,70.0,7.0,51.0,37310.0,0,7320.0,100300.0,12.4,0.0,POITIERS-BIARD,11.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-04T03:00:00+00:00,50.0,1.8,80.0,57040.0,0,3960.0,100020.0,2.2,-0.1,POITIERS-BIARD,11.400000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-06T18:00:00+00:00,360.0,4.6,51.0,51210.0,0,,100130.0,6.4,0.0,POITIERS-BIARD,18.900000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-08T00:00:00+00:00,10.0,2.0,61.0,60000.0,0,,100810.0,2.5,0.0,POITIERS-BIARD,8.700000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-03T09:00:00+00:00,120.0,3.9,68.0,55480.0,0,2250.0,100000.0,6.9,1.2,POITIERS-BIARD,13.900000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-04T21:00:00+00:00,140.0,1.6,48.0,60000.0,0,4200.0,99670.0,2.9,-0.1,POITIERS-BIARD,17.5,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-08T06:00:00+00:00,330.0,1.2,80.0,56810.0,0,,100860.0,1.6,0.0,POITIERS-BIARD,3.6000000000000227,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-12T03:00:00+00:00,130.0,2.9,66.0,60000.0,0,4980.0,99460.0,4.5,0.0,POITIERS-BIARD,13.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-12T09:00:00+00:00,190.0,6.9,93.0,18690.0,61,250.0,99460.0,9.8,1.0,POITIERS-BIARD,12.700000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-03T18:00:00+00:00,150.0,2.8,52.0,60000.0,0,3120.0,100150.0,4.7,-0.1,POITIERS-BIARD,17.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-08T03:00:00+00:00,350.0,2.0,77.0,60000.0,0,,100800.0,2.4,0.0,POITIERS-BIARD,5.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-12T06:00:00+00:00,190.0,4.2,66.0,60000.0,0,3780.0,99420.0,6.2,0.0,POITIERS-BIARD,13.400000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-07T06:00:00+00:00,350.0,1.8,75.0,60000.0,0,,100530.0,2.3,0.0,POITIERS-BIARD,4.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-08T15:00:00+00:00,20.0,3.4,30.0,55460.0,0,,100720.0,5.9,0.0,POITIERS-BIARD,20.5,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-03T03:00:00+00:00,90.0,3.0,79.0,60000.0,0,2700.0,99790.0,5.5,1.2,POITIERS-BIARD,9.5,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-03T12:00:00+00:00,160.0,3.8,58.0,59330.0,0,1750.0,100130.0,6.0,0.8,POITIERS-BIARD,16.5,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-04T09:00:00+00:00,100.0,2.4,60.0,51150.0,0,,99870.0,4.4,-0.1,POITIERS-BIARD,17.100000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-04T15:00:00+00:00,170.0,4.0,40.0,60000.0,0,4920.0,99610.0,6.9,-0.1,POITIERS-BIARD,21.700000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-13T12:00:00+00:00,240.0,5.0,65.0,52250.0,0,1250.0,99670.0,8.7,3.5,POITIERS-BIARD,14.100000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-13T00:00:00+00:00,220.0,6.3,91.0,14880.0,0,450.0,99410.0,9.6,6.7,POITIERS-BIARD,11.800000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-13T03:00:00+00:00,220.0,4.3,94.0,11780.0,0,450.0,99430.0,6.4,6.7,POITIERS-BIARD,11.400000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-15T12:00:00+00:00,220.0,10.7,72.0,19820.0,0,800.0,98670.0,15.6,4.8,POITIERS-BIARD,13.200000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-01T15:00:00+00:00,70.0,7.5,34.0,18770.0,0,,99820.0,13.5,0.0,POITIERS-BIARD,16.5,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-14T21:00:00+00:00,150.0,2.7,94.0,15800.0,61,1750.0,98580.0,3.8,2.0,POITIERS-BIARD,11.900000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-01T00:00:00+00:00,70.0,4.5,60.0,33300.0,0,,100640.0,8.3,0.2,POITIERS-BIARD,9.800000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-06T09:00:00+00:00,350.0,1.9,65.0,19910.0,0,,100130.0,3.4,0.0,POITIERS-BIARD,15.400000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-14T15:00:00+00:00,10.0,2.3,65.0,58470.0,0,1750.0,98800.0,3.5,-0.1,POITIERS-BIARD,16.5,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-14T00:00:00+00:00,190.0,1.8,91.0,34730.0,0,1250.0,99670.0,2.4,0.0,POITIERS-BIARD,7.100000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-02T21:00:00+00:00,80.0,4.2,78.0,60000.0,0,2250.0,99650.0,7.7,1.2,POITIERS-BIARD,10.900000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-03T06:00:00+00:00,110.0,2.3,77.0,60000.0,0,1750.0,99880.0,4.7,1.2,POITIERS-BIARD,10.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-09T00:00:00+00:00,10.0,1.9,67.0,60000.0,0,,100720.0,2.2,0.0,POITIERS-BIARD,8.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-10T15:00:00+00:00,60.0,5.7,33.0,19890.0,0,,100870.0,11.5,0.0,POITIERS-BIARD,20.700000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-02T06:00:00+00:00,50.0,4.6,70.0,60000.0,0,1750.0,99630.0,7.5,0.0,POITIERS-BIARD,6.600000000000023,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-06T00:00:00+00:00,320.0,3.4,83.0,59810.0,0,,100000.0,4.7,0.0,POITIERS-BIARD,12.300000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-06T03:00:00+00:00,340.0,3.2,89.0,36320.0,0,,99960.0,4.7,0.0,POITIERS-BIARD,11.400000000000034,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-11T18:00:00+00:00,80.0,3.1,34.0,54540.0,0,,99930.0,5.6,0.0,POITIERS-BIARD,21.30000000000001,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-12T18:00:00+00:00,210.0,8.4,96.0,4660.0,51,250.0,99170.0,12.8,6.5,POITIERS-BIARD,12.800000000000011,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-15T00:00:00+00:00,150.0,3.0,96.0,47450.0,0,2820.0,98430.0,4.6,4.8,POITIERS-BIARD,11.200000000000045,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
07335,2025-04-01T21:00:00+00:00,50.0,6.3,51.0,60000.0,0,,99870.0,11.4,0.0,POITIERS-BIARD,9.0,,,46.593833,0.314333,123,Poitiers,Vienne,86,Nouvelle-Aquitaine,75,4,2.500087253165825
